Speaker,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
QB_NZ_F_103,-3.1864192768567596,-0.18909143709027898,2.3593404196598,0.14430245263321118,0.3527485603007661,0.8114339995424865,0.04024388671044312,-0.16484739964396822,-0.6028646466662326,0.2187468746815464,-0.7723319824988882,-0.22479943545558714,0.04206377875898315,0.06074600588655235,0.6008224322618407,0.4105066964110464,-0.09795110397167242,-0.6004240150694821,-0.25904267821054844,0.519351166784498
QB_NZ_F_107,-0.25336153888658847,1.0793803118318188,-0.21335092002768094,0.8543515942920312,0.12267705001234026,0.30499809725380406,-0.5622755170000542,0.14173762915531976,0.8379793881739274,0.8145458050661181,-0.13027184025231375,0.6365967524909305,-0.8374031496951883,-0.3944367605888907,-0.9491839842356853,0.6273324820262789,-1.0714765678960745,-0.009492480355998544,-0.5130117261290837,-0.22579661003516655
QB_NZ_F_121,0.2697548807024921,-0.19356261513084722,-0.570981868353933,-0.8831483204968904,1.3599653370407252,2.306542549961654,0.07225744302053073,-1.3510845086124388,0.6225258052627525,0.21755018730797374,-0.4119024963634759,0.09325960593622641,0.10277035830347675,0.21198534109483705,-0.46037332166069567,-0.14467370172179855,0.2385430751355834,-0.32552601588848296,0.17419716703786237,-0.14088386466887834
QB_NZ_F_131,-1.9957517534255176,-0.9696626410555774,-1.077467115257039,-0.06001488426262457,-2.18482100397409,2.125129381778354,1.5125007481254535,-0.7856706003249299,-0.6572658182037585,-1.931887079647285,-0.5701493690403429,-0.50578254736673,0.3446397370986372,-1.4713946794158774,0.652876752845505,-0.34088519638535736,-0.566594685310786,-0.009786076403178015,-0.46527996776781483,0.5797937321726161
QB_NZ_F_132,0.2880958941742817,0.3617907623955701,0.4871126238954638,0.0392170982864104,-0.35426332550837375,0.4226930812745176,-0.28118296998790515,1.1314674154346782,0.2151882074436912,-0.7772524203092473,0.7256132395853959,0.5113447513582112,-0.44991340624333653,0.7815071307352949,-0.13668029082782754,0.013284378392747995,-0.27913134759964064,0.15629628940212778,0.747816236620179,-0.2972784547457929
QB_NZ_F_133,0.8171086143957526,1.1672620144755985,-2.355427021063206,-0.8089759905252635,2.3009395134045505,0.16400359841258244,0.6068223964063383,-0.19869098577343733,0.43580868695071834,-0.418141071589049,0.6926523768400482,0.09610983128598452,0.6769790897656457,0.22547336046718214,-0.10038692230268816,-0.4784950962317109,0.09607012754864934,-0.40603395553146193,-0.5684974840313575,-0.12528337363527983
QB_NZ_F_134,-1.7931782567357575,0.34396942111743717,-0.05917731632233175,-0.4296252025591112,-1.3167484355481498,-1.1244361971654933,0.04794417463120359,1.0817824617494352,1.451812047391777,-0.10050333010341458,0.4923100804133669,-0.4023897627269263,0.6012693557903925,-0.17078864886732437,-0.5158148864746319,-0.5264109373513397,0.2776441263675835,-0.49020311949348155,-0.046712357850759535,0.16502889722354946
QB_NZ_F_135,2.7354113030002702,-0.8616787711661686,-0.6576561379904657,-1.8912073374580802,0.7602513875491447,-0.07573310141810974,-1.039812433137718,-1.594999525188408,-0.33998760875230055,0.18961757873300888,-1.0241253999266988,0.13171383767445782,0.3223360062100063,-0.9235452783609389,0.03856175203654196,0.3196753589680024,0.7551801793492637,0.012863498385128659,0.31268857346066153,-0.26360080339431735
QB_NZ_F_141,-3.088536999959471,2.405547725410693,0.2662357144333546,-0.3010858611842541,0.8673840333976695,0.3870757056330189,0.42900626272179737,0.0576209127814539,-1.9335422563292126,-1.397478468572841,0.2163859824044893,-0.1834797604992972,-0.08780126797189837,0.5187886088950151,0.5794247975993838,-0.5472936531335036,-0.6026018389616022,0.42448941393884904,-0.7412043925078765,-0.008077677349328466
QB_NZ_F_150,-2.6858724870595356,-0.3175618075496138,0.9807609744480079,-0.8235988567254732,-0.25646795973377,-0.29002917934869993,-0.3053454036313851,-0.20295148944054667,0.8008396872653314,0.3847509562493026,0.6918777710702849,-0.2678134276622536,0.4065534629221883,0.5193066416096601,0.535033038889352,-0.5141964654214103,-0.1339564822636338,-0.01953438222185001,-0.03007303858414001,0.19585665116232712
QB_NZ_F_159,-1.3660335769255079,-0.017851473148572862,-0.567734789992292,1.9127053646004077,0.3781421349420291,1.0414224075577974,-0.09113569803445672,1.4734415391659268,0.12496603403997107,-1.0086151407657935,-0.12629126782541056,-0.25447016569773867,-0.004542751198049936,1.1540144221702622,-1.2074300218418796,-0.09403792395390628,0.6699044180610766,-0.8237015798012951,-0.16210390161713412,0.04009900537902543
QB_NZ_F_161,5.766775446654939,0.38230482617959355,0.8679340010149132,0.9824412469304622,0.12666557851875582,0.8018091737895534,0.12681116657257427,-0.3264449365631112,-1.9076879174315726,-0.7627966590664125,-0.10693507200481348,0.21449069781125435,0.181490199323834,-0.9148631044494496,0.35431519153293045,-0.040797589635759496,-0.26501688428221454,0.7655408239512316,-0.5711769831973321,-0.01173928667678238
QB_NZ_F_168,0.9311605803898224,1.6685405584425481,-2.7100249561993324,2.42889973210773,0.39165951411044014,1.3326510559257112,0.008101958461069448,-0.7165003184546646,-0.9629323987413426,0.1556953125431632,-0.6908875776963408,-0.7293739652440118,0.5676970615922238,0.27420825144142985,-0.8362535926049002,0.5199276049535054,0.08325850521231615,-0.14678104633475583,0.46829708078161236,0.3052709551650323
QB_NZ_F_188,-0.6226486226449375,1.198692661989897,-0.24301192218663678,-0.1683209387607478,-1.2166261393525357,0.019667603940092974,-0.20071047056101826,-0.4182060899329109,0.362159563362552,-0.4713278697858857,-0.126889866253109,1.1275761258713737,0.7424908996615436,-0.03651295627371692,0.26451385662762644,0.17581952200595427,-0.4404734730070833,0.2647105794262221,0.980167973389863,0.19031308770503344
QB_NZ_F_195,-0.9040074348544425,1.1403612959545582,0.28930255516991193,0.6837605857392459,1.5473843730225545,-0.0106437245462143,-0.640445167649233,0.2033893134930968,1.0052025037742678,0.525991478119453,0.36350062888987883,0.002530786568850531,0.8280891651070208,-0.05176319244931501,-1.1075356121295352,-0.3344018129441879,-0.49919746157246303,-0.011744041501565662,0.08544825987728215,-0.11943831420577816
QB_NZ_F_200,3.604701474339971,-1.266108813936699,-0.5843131821532104,1.9860602902608513,0.4790733537837605,-1.1392039924052606,1.665222500829975,-1.2821855893542387,0.046417720560243424,0.5277803129239107,0.42439456782503027,-0.8136904397028917,0.8490416532779751,-0.26738175295844535,-0.5676062716668573,0.5079946176680857,0.49793613568824324,0.042985835177661136,0.5306632282299791,0.11674130262886573
